Table 130-06609A : Domestic households by monthly household income and type of housing (excluding foreign domestic helpers),,,,,,,
 ,,,,,,,
 , , ,Domestic households (excluding foreign domestic helpers) (1),Domestic households (excluding foreign domestic helpers) (1),Domestic households (excluding foreign domestic helpers) (1),Domestic households (excluding foreign domestic helpers) (1),Domestic households (excluding foreign domestic helpers) (1)
,,,No. ('000),No. ('000),No. ('000),No. ('000),No. ('000)
Type of housing,,,Public rental housing (2),Subsidised home ownership housing (3),Private permanent housing (4),Temporary housing (5),Overall
Year,Quarter,Monthly domestic household income range (6) (7),,,,,
2023,Q4,"35,000 - 39,999",49.7,22.5,66.0,1.8,140.0
2023,Q4,"≥ 40,000",142.1,148.4,742.9,5.0,1038.3
2023,Q4,Sub-total,822.3,424.7,1451.1,24.4,2722.6
2024,Q1,"< 4,000",24.9,37.1,124.7,2.5,189.2
2024,Q1,"4,000 - 5,999",72.9,27.7,40.0,1.6,142.2
2024,Q1,"6,000 - 7,999",53.5,11.8,24.2,0.7,90.2
2024,Q1,"8,000 - 9,999",70.0,24.4,49.9,1.1,145.3
2024,Q1,"10,000 - 14,999",89.1,25.8,67.2,2.8,184.9
2024,Q1,"15,000 - 19,999",99.3,30.9,82.0,2.3,214.4
2024,Q1,"20,000 - 24,999",90.4,34.9,95.3,2.2,222.7
2024,Q1,"25,000 - 29,999",67.4,28.7,77.8,1.8,175.6
2024,Q1,"30,000 - 34,999",60.4,26.2,89.5,0.8,176.9
2024,Q1,"35,000 - 39,999",48.0,26.3,62.7,0.8,137.8
2024,Q1,"≥ 40,000",146.3,147.6,760.5,4.4,1058.7
2024,Q1,Sub-total,822.1,421.4,1473.8,20.8,2738.0
2024,Q2,"< 4,000",23.9,36.2,128.1,1.6,189.8
2024,Q2,"4,000 - 5,999",81.3,27.7,39.9,1.7,150.6
2024,Q2,"6,000 - 7,999",53.7,9.4,26.3,0.9,90.4
2024,Q2,"8,000 - 9,999",66.2,26.7,51.0,0.9,144.8
2024,Q2,"10,000 - 14,999",98.2,32.8,67.0,3.0,200.8
2024,Q2,"15,000 - 19,999",96.1,29.5,85.0,2.9,213.4
2024,Q2,"20,000 - 24,999",91.6,37.6,96.4,1.3,226.9
2024,Q2,"25,000 - 29,999",69.4,28.4,74.9,1.1,173.9
2024,Q2,"30,000 - 34,999",63.1,31.7,81.7,1.7,178.3
2024,Q2,"35,000 - 39,999",46.7,25.7,66.8,0.8,140.0
2024,Q2,"≥ 40,000",142.8,136.0,760.3,2.9,1042.0
2024,Q2,Sub-total,833.0,421.7,1477.4,18.7,2750.8
2024,Q3,"< 4,000",24.3,38.5,120.2,1.6,184.5
2024,Q3,"4,000 - 5,999",60.3,22.5,40.7,2.1,125.5
2024,Q3,"6,000 - 7,999",65.8,14.8,28.4,1.5,110.6
2024,Q3,"8,000 - 9,999",64.0,19.4,49.5,1.8,134.7
2024,Q3,"10,000 - 14,999",88.3,31.1,74.2,2.7,196.4
2024,Q3,"15,000 - 19,999",98.8,33.4,82.9,3.8,218.9
2024,Q3,"20,000 - 24,999",95.5,35.0,94.3,3.3,228.0
2024,Q3,"25,000 - 29,999",69.7,28.8,72.6,1.4,172.4
2024,Q3,"30,000 - 34,999",70.6,34.7,85.0,2.0,192.3
2024,Q3,"35,000 - 39,999",48.3,23.0,66.6,1.1,138.9
2024,Q3,"≥ 40,000",145.3,142.6,767.8,3.0,1058.7
2024,Q3,Sub-total,830.9,423.9,1482.0,24.2,2760.9
2024,Q4,"< 4,000",22.5,38.3,126.6,1.6,189.0
2024,Q4,"4,000 - 5,999",76.4,28.8,42.6,1.2,149.1
2024,Q4,"6,000 - 7,999",52.7,9.9,27.1,2.3,92.1
2024,Q4,"8,000 - 9,999",68.7,25.9,52.5,2.1,149.2
2024,Q4,"10,000 - 14,999",84.9,27.2,65.7,2.3,180.0
2024,Q4,"15,000 - 19,999",93.8,35.6,86.6,3.5,219.5
2024,Q4,"20,000 - 24,999",89.8,36.2,105.8,2.6,234.5
2024,Q4,"25,000 - 29,999",71.4,31.4,75.7,1.3,179.8
2024,Q4,"30,000 - 34,999",60.4,27.9,84.5,1.1,173.8
2024,Q4,"35,000 - 39,999",48.4,22.9,71.5,0.6,143.5
2024,Q4,"≥ 40,000",153.6,145.1,741.8,3.6,1044.1
2024,Q4,Sub-total,822.6,429.3,1480.4,22.3,2754.6
2025,Q1,"< 4,000",23.7,43.3,124.4,0.9,192.4
2025,Q1,"4,000 - 5,999",75.3,29.6,44.7,1.2,150.8
2025,Q1,"6,000 - 7,999",53.4,10.7,29.3,2.4,95.8
2025,Q1,"8,000 - 9,999",75.1,25.2,50.5,1.6,152.5
2025,Q1,"10,000 - 14,999",82.2,28.2,62.7,2.0,175.1
2025,Q1,"15,000 - 19,999",90.3,32.2,82.9,3.9,209.4
2025,Q1,"20,000 - 24,999",95.5,36.8,90.8,2.4,225.6
2025,Q1,"25,000 - 29,999",66.5,26.7,74.4,1.8,169.5
2025,Q1,"30,000 - 34,999",55.0,28.8,82.3,[*7],166.4
2025,Q1,"35,000 - 39,999",48.5,22.2,69.0,[*7],140.2
2025,Q1,"≥ 40,000",163.5,150.3,776.2,4.7,1094.7
2025,Q1,Sub-total,829.0,434.1,1487.3,21.8,2772.3
2025,Q2,"< 4,000",26.1,38.7,125.2,1.9,191.9
2025,Q2,"4,000 - 5,999",50.9,21.4,43.2,1.9,117.3
2025,Q2,"6,000 - 7,999",67.3,17.8,34.8,2.8,122.8
2025,Q2,"8,000 - 9,999",74.1,20.7,47.9,2.3,145.0
2025,Q2,"10,000 - 14,999",87.3,35.0,65.1,3.8,191.2
2025,Q2,"15,000 - 19,999",95.2,31.0,74.6,5.1,206.0
2025,Q2,"20,000 - 24,999",90.9,37.5,90.8,3.1,222.3
2025,Q2,"25,000 - 29,999",68.8,31.5,76.2,0.7,177.1
2025,Q2,"30,000 - 34,999",64.5,31.6,84.9,1.6,182.6
2025,Q2,"35,000 - 39,999",53.7,24.2,67.9,0.9,146.7
2025,Q2,"≥ 40,000",148.3,141.7,773.4,4.7,1068.1
2025,Q2,Sub-total,827.1,431.1,1483.9,28.9,2771.0
2025,Q3,"< 4,000",23.1,38.1,136.5,0.9,198.6
2025,Q3,"4,000 - 5,999",73.3,31.3,45.7,1.7,152.0
2025,Q3,"6,000 - 7,999",58.1,12.0,25.3,3.0,98.5
2025,Q3,"8,000 - 9,999",71.5,26.1,49.0,2.7,149.2
2025,Q3,"10,000 - 14,999",86.2,28.0,63.2,2.9,180.3
2025,Q3,"15,000 - 19,999",96.0,31.8,81.7,4.5,213.9
2025,Q3,"20,000 - 24,999",91.5,36.6,91.4,2.5,222.1
2025,Q3,"25,000 - 29,999",71.3,30.6,77.1,1.9,180.9
2025,Q3,"30,000 - 34,999",64.1,29.7,80.5,1.4,175.8
2025,Q3,"35,000 - 39,999",50.7,24.5,75.7,1.5,152.4
2025,Q3,"≥ 40,000",146.2,142.0,767.7,4.1,1060.1
2025,Q3,Sub-total,831.9,430.6,1493.9,27.2,2783.7
 ,,,,,,,
Note(s):,,,,,,,
"Number of domestic households are rounded to the nearest hundred.Figures in the table may not add up to the total due to rounding.For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error.Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. ",,,,,,,
"1 Domestic household consists of a group of persons who live together and make common provision for essentials for living. These persons need not be related. If a person makes provision for essentials for living without sharing with other persons, he/she is also regarded as a household. In this case, the household is a one-person household. A domestic household must have at least one member who is a Usual Resident. Households comprising Mobile Residents only are not classified as domestic households.",,,,,,,
2Public rental housing includes public rental housing flats and interim housing flats of the Hong Kong Housing Authority; rental flats and flats under the Senior Citizen Residences Scheme of the Hong Kong Housing Society; and Light Public Housing units of the Housing Bureau.,,,,,,,
"3 Subsidised home ownership housing includes flats built under the Home Ownership Scheme, Middle Income Housing Scheme, Private Sector Participation Scheme, Green Form Subsidised Home Ownership Scheme, Buy or Rent Option Scheme and Mortgage Subsidy Scheme, and flats sold under the Tenants Purchase Scheme of the Hong Kong Housing Authority. Also includes flats built under the Flat-For-Sale Scheme, Sandwich Class Housing Scheme and Subsidised Sale Flats Projects of the Hong Kong Housing Society; and flats in Urban Renewal Authority Subsidised Sale Flats Scheme. As from 1st quarter 2002, subsidised sale flats that can be traded in open market are excluded.",,,,,,,
"4 Private permanent housing includes private housing blocks, flats built under the Urban Improvement Scheme of the Hong Kong Housing Society, villas/bungalows/modern village houses, simple stone structures/traditional village houses and quarters in non-residential buildings. As from 1st quarter 2002, subsidised sale flats that can be traded in open market are also put under this category.",,,,,,,
5 Temporary housing includes public temporary housing and private temporary housing.,,,,,,,
"6 Monthly household income refers to the total cash income, including earnings (before deduction of Mandatory Provident Fund contributions) from all jobs and other cash income received in the month before enumeration by all members of the household. Other cash income includes income generated from rent income, interest, dividends, regular/monthly pensions and insurance annuity benefits, regular contribution from persons outside the household, regular contribution from charities and all government subsidies.",,,,,,,
"7 Includes households without employed persons, e.g. households consist of economically inactive elderly persons or retired persons only.",,,,,,,
[*7] Figure is not released due to relatively large sampling error.,,,,,,,
 ,,,,,,,
Source:,,,,,,,
"General Household Survey Section (3),Census and Statistics Department(Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk)",,,,,,,
 ,,,,,,,
"Release Date: 27 November, 2025",,,,,,,
